id,xxx,gene
1,XXX,mut36_100
10,XXX,mut24_88
100,XXX,mut2_82
1000,XXX,mut8_82
10000,XXX,mut13_82
100000,XXX,mut35_82
1000000,XXX,mut1_80
10000000,XXX,mut26_71
100000000,XXX,mut15_68
1000000000,XXX,mut7_55
10000000000,XXX,mut40_46
100000000000,XXX,mut10_42
1000000000000,XXX,mut46_36
10000000000000,XXX,mut23_7
100000000000000,XXX,mut28_7
1000000001,XXX,mut40_46
10000000010,XXX,mut10_42
100000000100,XXX,mut20_16
1000000001000,XXX,mut31_16
100000000101,XXX,mut46_36
1000000001010,XXX,mut3_13
10000000010100,XXX,mut37_13
100000000101000,XXX,mut47_13
100000000102,XXX,mut27_15
10000000011,XXX,mut46_36
100000000110,XXX,mut17_11
1000000001100,XXX,mut29_11
10000000011000,XXX,mut43_11
100000000110000,XXX,mut14_2
1000000001100000,XXX,mut19_2
10000000011000000,XXX,mut22_2
10000001,XXX,mut15_68
100000010,XXX,mut7_55
1000000100,XXX,mut40_46
10000001000,XXX,mut46_36
100000010000,XXX,mut30_25
1000000100000,XXX,mut41_13
10000001000000,XXX,mut17_11
100000010000000,XXX,mut29_11
1000000100000000,XXX,mut43_11
10000001000000000,XXX,mut21_9
100000010000000000,XXX,mut39_9
1000000100000000000,XXX,mut11_6
10000001000000000000,XXX,mut32_6
101,XXX,mut1_80
1010,XXX,mut15_68
10100,XXX,mut7_55
101000,XXX,mut30_25
1010000,XXX,mut5_18
10100000,XXX,mut9_18
101000000,XXX,mut16_18
1010000000,XXX,mut25_18
10100000000,XXX,mut34_18
101000000000,XXX,mut38_18
1010000000000,XXX,mut41_13
10100000000000,XXX,mut6_12
101000000000000,XXX,mut44_12
1010000000000000,XXX,mut33_9
10100000000000000,XXX,mut4_6
101000000000000000,XXX,mut18_6
1010000000000000000,XXX,mut45_6
