id,xxx,gene
1,XXX,mut28_99
10,XXX,mut19_77
100,XXX,mut16_72
1000,XXX,mut5_38
10000,XXX,mut9_38
100000,XXX,mut25_38
1000000,XXX,mut3_37
10000000,XXX,mut31_37
100000000,XXX,mut38_37
1000000000,XXX,mut42_37
10000000000,XXX,mut34_5
10000000001,XXX,mut41_20
100000000010,XXX,mut11_11
1000000000100,XXX,mut21_6
100000000011,XXX,mut17_6
1000000000110,XXX,mut24_6
1001,XXX,mut10_63
10010,XXX,mut6_62
100100,XXX,mut33_62
1001000,XXX,mut35_62
10010000,XXX,mut40_62
100100000,XXX,mut27_51
1001000000,XXX,mut26_27
10010000000,XXX,mut1_22
100100000000,XXX,mut30_22
1001000000000,XXX,mut13_9
10010000000000,XXX,mut32_8
100100000000000,XXX,mut8_4
1001000000000000,XXX,mut37_4
1001000001,XXX,mut12_45
10010000010,XXX,mut7_43
100100000100,XXX,mut15_31
1001000001000,XXX,mut36_31
10010000010000,XXX,mut26_27
100100000100000,XXX,mut1_22
1001000001000000,XXX,mut18_7
1001000001000001,XXX,mut30_22
10010000010000010,XXX,mut20_16
100100000100000100,XXX,mut14_5
10011,XXX,mut27_51
100110,XXX,mut12_45
1001100,XXX,mut5_38
10011000,XXX,mut9_38
100110000,XXX,mut25_38
1001100000,XXX,mut3_37
10011000000,XXX,mut31_37
100110000000,XXX,mut38_37
1001100000000,XXX,mut42_37
10011000000000,XXX,mut26_27
1002,XXX,mut12_45
10020,XXX,mut5_38
100200,XXX,mut9_38
1002000,XXX,mut25_38
10020000,XXX,mut3_37
100200000,XXX,mut31_37
1002000000,XXX,mut38_37
10020000000,XXX,mut42_37
100200000000,XXX,mut26_27
1002000000000,XXX,mut4_9
10020000000000,XXX,mut29_9
100200000000000,XXX,mut23_5
100200000001,XXX,mut4_9
1002000000010,XXX,mut29_9
10020000000100,XXX,mut23_5
100200000001000,XXX,mut2_4
1002000000010000,XXX,mut22_4
10020000000100000,XXX,mut39_3
11,XXX,mut16_72
110,XXX,mut10_63
1100,XXX,mut6_62
11000,XXX,mut33_62
110000,XXX,mut35_62
1100000,XXX,mut40_62
11000000,XXX,mut27_51
110000000,XXX,mut12_45
1100000000,XXX,mut7_43
11000000000,XXX,mut30_22
