id,xxx,gene
1,XXX,A_100
10,XXX,B_52
100,XXX,D_51
1000,XXX,H_30
10000,XXX,N_28
100000,XXX,AA_10
1000000,XXX,BA_3
10000000,XXX,CF_2
100000000,XXX,DO_1
10000001,XXX,CG_1
1000001,XXX,AZ_7
10000010,XXX,CE_2
100000100,XXX,DM_1
10000011,XXX,CD_5
100000110,XXX,DJ_4
1000001100,XXX,EP_3
10000011000,XXX,FT_2
100000110000,XXX,GL_1
100000110001,XXX,GM_1
10000011001,XXX,FU_1
100001,XXX,Z_18
1000010,XXX,AY_5
10000100,XXX,CC_2
100001000,XXX,DI_1
1000011,XXX,AX_13
10000110,XXX,BZ_11
100001100,XXX,DB_6
1000011000,XXX,EJ_5
10000110000,XXX,FQ_2
100001100000,XXX,GH_1
10001,XXX,O_2
100010,XXX,AB_1
1001,XXX,I_21
10010,XXX,Q_9
100100,XXX,AF_8
1001000,XXX,BF_7
10010000,XXX,CO_3
100100000,XXX,DY_1
100100001,XXX,DX_2
1001000010,XXX,FA_1
10010001,XXX,CN_4
100100010,XXX,DW_2
1001000100,XXX,EX_1
1001000101,XXX,EY_1
1001001,XXX,BG_1
10011,XXX,P_12
100110,XXX,AD_8
1001100,XXX,BB_5
10011000,XXX,CH_4
100110000,XXX,DQ_2
1001100000,XXX,ET_1
1001100001,XXX,EU_1
100110001,XXX,DP_2
1001100010,XXX,ES_1
1001100011,XXX,ER_1
1001101,XXX,BC_3
10011010,XXX,CK_1
11,XXX,C_48
110,XXX,F_34
1100,XXX,J_27
11000,XXX,R_25
110000,XXX,AH_19
1100000,XXX,BI_7
11000000,XXX,CR_5
110000000,XXX,ED_3
1100000000,XXX,FK_1
110000001,XXX,EE_2
1100000010,XXX,FM_1
11000001,XXX,CS_2
110000010,XXX,EG_1
1100001,XXX,BH_12
11000010,XXX,CQ_5
110000100,XXX,EC_2
1100001000,XXX,FI_1
1100001001,XXX,FH_1
110000101,XXX,EB_3
1100001010,XXX,FF_2
11000010100,XXX,GC_1
11000010101,XXX,GB_1
110001,XXX,AI_6
1100010,XXX,BK_2
11000100,XXX,CW_1
11000101,XXX,CV_1
1101,XXX,K_7
11010,XXX,U_3
110100,XXX,AN_2
1101000,XXX,BO_1
1101001,XXX,BN_1
11011,XXX,T_4
110110,XXX,AM_1
110111,XXX,AL_3
1101110,XXX,BL_2
11011100,XXX,CX_1
111,XXX,G_14
1110,XXX,L_8
11100,XXX,W_4
111000,XXX,AR_3
1110000,XXX,BU_1
1110001,XXX,BT_2
11100010,XXX,CZ_1
1111,XXX,M_6
11110,XXX,X_4
111100,XXX,AT_2
1111000,XXX,BV_1
