id,xxx,gene
1,XXX,A_100
10,XXX,B_76
100,XXX,D_57
1000,XXX,H_55
10000,XXX,P_51
100000,XXX,AF_45
1000000,XXX,AX_43
10000000,XXX,BX_30
100000000,XXX,CZ_28
1000000000,XXX,DN_25
10000000000,XXX,EA_11
100000000000,XXX,EO_5
1000000000000,XXX,FD_4
10000000000000,XXX,FT_3
100000000000000,XXX,GH_2
1000000000000000,XXX,GP_1
1000000000000001,XXX,GQ_1
100000000000001,XXX,GI_1
100000000001,XXX,EN_6
1000000000010,XXX,FC_3
10000000000100,XXX,FR_2
100000000001000,XXX,GF_1
100000000001001,XXX,GG_1
1000000000011,XXX,FB_3
10000000000110,XXX,FQ_1
10000000000111,XXX,FP_2
100000000001110,XXX,GD_1
10000000001,XXX,DZ_14
100000000010,XXX,EL_8
1000000000100,XXX,EY_3
10000000001000,XXX,FM_1
1000000000101,XXX,EX_5
10000000001010,XXX,FJ_4
100000000010100,XXX,FV_2
1000000000101000,XXX,GK_1
100000000010101,XXX,FW_2
1000000000101010,XXX,GM_1
100000000011,XXX,EM_6
1000000000110,XXX,EZ_5
10000000001100,XXX,FO_2
100000000011000,XXX,GB_1
1000000001,XXX,DO_3
10000000010,XXX,EB_2
100000000100,XXX,EP_1
10000000011,XXX,EC_1
100000001,XXX,DA_2
1000000010,XXX,DP_1
10000001,XXX,BY_13
100000010,XXX,DC_6
1000000100,XXX,DT_4
10000001000,XXX,EI_1
1000000101,XXX,DU_2
10000001010,XXX,EJ_1
10000001011,XXX,EK_1
100000011,XXX,DB_7
1000000110,XXX,DR_5
10000001100,XXX,ED_3
100000011000,XXX,ES_1
10001,XXX,Q_4
100010,XXX,AH_3
1000100,XXX,BC_1
100011,XXX,AI_1
101,XXX,E_19
1010,XXX,J_13
10100,XXX,T_8
101000,XXX,AJ_5
1010000,XXX,BD_4
10100000,XXX,CI_1
10100001,XXX,CH_3
101000010,XXX,DG_1
101001,XXX,AK_3
1010010,XXX,BF_2
10100100,XXX,CK_1
10101,XXX,U_5
101010,XXX,AL_3
1010100,XXX,BH_2
10101000,XXX,CM_1
1011,XXX,K_6
10110,XXX,V_5
101100,XXX,AN_4
1011000,XXX,BM_2
10110000,XXX,CQ_1
1011001,XXX,BL_2
10110010,XXX,CN_1
10110011,XXX,CO_1
10111,XXX,W_1
11,XXX,C_24
110,XXX,G_11
1100,XXX,N_9
11000,XXX,AB_8
110000,XXX,AW_4
1100000,XXX,BV_3
11000000,XXX,CX_2
110000000,XXX,DL_1
110001,XXX,AV_4
1100010,XXX,BT_3
11000100,XXX,CV_2
110001000,XXX,DK_1
111,XXX,F_13
1110,XXX,M_4
11100,XXX,Z_3
111000,XXX,AU_1
111001,XXX,AT_2
1110010,XXX,BR_1
1111,XXX,L_9
11110,XXX,Y_3
111100,XXX,AR_2
1111000,XXX,BP_1
1111001,XXX,BQ_1
11111,XXX,X_6
111110,XXX,AP_5
1111100,XXX,BN_3
11111000,XXX,CR_2
111110000,XXX,DI_1
