id,xxx,gene
1,XXX,mut17_100
10,XXX,mut31_100
100,XXX,mut37_100
1000,XXX,mut38_100
10000,XXX,mut9_99
100000,XXX,mut26_93
1000000,XXX,mut30_93
10000000,XXX,mut42_89
100000000,XXX,mut3_51
1000000000,XXX,mut24_40
10000000000,XXX,mut33_40
100000000000,XXX,mut8_37
1000000000000,XXX,mut44_26
10000000000000,XXX,mut29_24
1000000001,XXX,mut33_40
10000000010,XXX,mut8_37
100000000100,XXX,mut44_26
1000000001000,XXX,mut29_24
1000000002,XXX,mut29_24
100000001,XXX,mut43_49
1000000010,XXX,mut48_46
10000000100,XXX,mut8_37
100000001000,XXX,mut34_6
1000000010000,XXX,mut35_6
100000002,XXX,mut8_37
1000000020,XXX,mut34_6
10000000200,XXX,mut35_6
100000003,XXX,mut22_50
1000000030,XXX,mut1_16
10000000300,XXX,mut7_16
10000001,XXX,mut11_50
100000010,XXX,mut44_26
1000000100,XXX,mut5_20
10000001000,XXX,mut14_10
100000010000,XXX,mut20_9
100000011,XXX,mut5_20
1000000110,XXX,mut14_10
10000001100,XXX,mut20_9
10000002,XXX,mut48_46
100000020,XXX,mut13_11
1000000200,XXX,mut28_10
10000002000,XXX,mut12_6
100000020000,XXX,mut25_6
1000000200000,XXX,mut32_5
1000001,XXX,mut15_92
10000010,XXX,mut2_52
100000100,XXX,mut10_40
1000001000,XXX,mut16_7
