id,xxx,gene
1,XXX,A_100
10,XXX,C_39
100,XXX,F_38
1000,XXX,M_18
10000,XXX,W_4
100000,XXX,AM_1
100001,XXX,AL_3
1000010,XXX,BL_2
10000100,XXX,CT_1
1000011,XXX,BM_1
10001,XXX,V_14
100010,XXX,AK_5
1000100,XXX,BJ_3
10001000,XXX,CQ_1
1000101,XXX,BK_2
10001010,XXX,CS_1
10001011,XXX,CR_1
100011,XXX,AJ_9
1000110,XXX,BH_7
10001100,XXX,CL_6
100011000,XXX,EC_3
1000110000,XXX,FD_2
10001100000,XXX,GB_1
100011001,XXX,EB_3
1000110010,XXX,FC_1
1001,XXX,L_20
10010,XXX,T_18
100100,XXX,AF_13
1001000,XXX,BE_5
10010000,XXX,CF_4
100100000,XXX,DX_2
1001000000,XXX,EY_1
100100001,XXX,DY_2
1001000010,XXX,FA_1
1001001,XXX,BD_8
10010010,XXX,CD_6
100100100,XXX,DT_5
1001001000,XXX,EV_4
10010010000,XXX,FY_1
100101,XXX,AG_5
1001010,XXX,BG_2
10010100,XXX,CJ_1
10011,XXX,U_2
100110,XXX,AI_1
101,XXX,G_1
11,XXX,B_61
110,XXX,D_58
1100,XXX,I_29
11000,XXX,P_16
110000,XXX,AB_14
1100000,XXX,AV_13
11000000,XXX,BX_9
110000000,XXX,DH_5
1100000000,XXX,EN_3
11000000000,XXX,FL_2
110000000000,XXX,GI_1
11000000001,XXX,FM_1
110000001,XXX,DI_4
1100000010,XXX,EQ_1
11000001,XXX,BY_4
110000010,XXX,DJ_3
1100000100,XXX,ER_2
11000001000,XXX,FR_1
110000011,XXX,DK_1
110001,XXX,AC_2
1100010,XXX,AX_1
11001,XXX,Q_13
110010,XXX,AD_8
1100100,XXX,AZ_7
11001000,XXX,BZ_5
110010000,XXX,DL_4
1100100000,XXX,EU_2
11001000000,XXX,FV_1
1100100001,XXX,ET_2
11001000010,XXX,FU_1
110010001,XXX,DM_1
11001001,XXX,CA_2
110010010,XXX,DO_1
110010011,XXX,DN_1
110011,XXX,AE_5
1100110,XXX,BB_4
11001100,XXX,CB_2
110011000,XXX,DQ_1
1101,XXX,H_29
11010,XXX,O_8
110100,XXX,AA_2
1101000,XXX,AU_1
110101,XXX,Z_6
1101010,XXX,AS_3
11010100,XXX,BV_2
110101000,XXX,DF_1
11011,XXX,N_21
110110,XXX,X_15
1101100,XXX,AN_11
11011000,XXX,BN_10
110110000,XXX,CW_4
1101100000,XXX,EH_3
11011000000,XXX,FJ_2
110110000000,XXX,GF_1
110110000001,XXX,GG_1
1101100001,XXX,EI_1
110110001,XXX,CV_6
1101100010,XXX,EF_4
11011000100,XXX,FF_3
110110001000,XXX,GD_2
1101100010000,XXX,GO_1
1101101,XXX,AO_4
11011010,XXX,BQ_2
110110100,XXX,CZ_1
110111,XXX,Y_6
1101110,XXX,AQ_1
111,XXX,E_3
1110,XXX,J_2
11100,XXX,R_1
