id,xxx,gene
1,XXX,A_100
10,XXX,B_93
100,XXX,D_62
1000,XXX,H_35
10000,XXX,P_23
100000,XXX,AC_9
1000000,XXX,AV_8
10000000,XXX,BT_6
100000000,XXX,CZ_5
1000000000,XXX,ED_4
10000000000,XXX,FD_3
100000000000,XXX,FZ_2
1000000000000,XXX,GP_1
100000000001,XXX,GA_1
10000001,XXX,BU_2
100000010,XXX,DC_1
100001,XXX,AB_14
1000010,XXX,AU_6
10000100,XXX,BR_4
100001000,XXX,CV_3
1000010000,XXX,EB_2
10000100000,XXX,FB_1
100001001,XXX,CW_1
1000011,XXX,AT_8
10000110,XXX,BP_7
100001100,XXX,CT_5
1000011000,XXX,DX_4
10000110000,XXX,EZ_3
100001100000,XXX,FY_1
100001101,XXX,CU_2
1000011010,XXX,EA_1
10000111,XXX,BQ_1
10001,XXX,Q_12
100010,XXX,AD_11
1000100,XXX,AX_9
10001000,XXX,BV_5
100010000,XXX,DD_4
1000100000,XXX,EG_2
10001000000,XXX,FI_1
1000100001,XXX,EF_2
10001000010,XXX,FG_1
10001000011,XXX,FF_1
10001001,XXX,BW_4
100010010,XXX,DF_3
1000100100,XXX,EH_2
10001001000,XXX,FJ_1
1001,XXX,I_27
10010,XXX,R_23
100100,XXX,AF_20
1001000,XXX,AZ_15
10010000,XXX,BZ_8
100100000,XXX,DH_7
1001000000,XXX,EK_3
10010000000,XXX,FN_2
100100000000,XXX,GF_1
10010000001,XXX,FO_1
1001000001,XXX,EJ_4
10010000010,XXX,FL_2
100100000100,XXX,GB_1
100100001,XXX,DI_1
10010001,XXX,CA_7
100100010,XXX,DJ_4
1001000100,XXX,EL_3
10010001000,XXX,FP_2
100100010000,XXX,GI_1
1001000101,XXX,EM_1
100100011,XXX,DK_3
1001000110,XXX,EO_1
100101,XXX,AG_3
1001010,XXX,BC_1
1001011,XXX,BB_2
10010110,XXX,CD_1
10011,XXX,S_4
100110,XXX,AH_3
1001100,XXX,BE_1
101,XXX,E_31
1010,XXX,K_15
10100,XXX,V_11
101000,XXX,AN_8
1010000,XXX,BJ_6
10100000,XXX,CL_4
101000000,XXX,DU_2
1010000000,XXX,EY_1
10100001,XXX,CM_2
101000010,XXX,DW_1
1010001,XXX,BK_2
10100010,XXX,CO_1
101001,XXX,AO_3
1010010,XXX,BL_2
10100100,XXX,CQ_1
10100101,XXX,CP_1
10101,XXX,W_4
101010,XXX,AP_3
1010100,XXX,BN_2
10101000,XXX,CS_1
1011,XXX,J_16
10110,XXX,T_13
101100,XXX,AJ_12
1011000,XXX,BF_10
10110000,XXX,CH_8
101100000,XXX,DP_6
1011000000,XXX,ER_4
10110000000,XXX,FT_2
101100000000,XXX,GK_1
10110000001,XXX,FU_2
101100000010,XXX,GM_1
1011000001,XXX,ES_2
10110000010,XXX,FW_1
101100001,XXX,DQ_2
1011000010,XXX,EU_1
10111,XXX,U_3
101110,XXX,AM_1
11,XXX,C_7
110,XXX,G_3
1100,XXX,N_2
11000,XXX,AA_1
111,XXX,F_4
1110,XXX,M_1
