id,xxx,gene
1,XXX,A_100
10,XXX,B_81
100,XXX,D_47
1000,XXX,I_4
10000,XXX,S_2
100000,XXX,AK_1
1001,XXX,H_43
10010,XXX,P_24
100100,XXX,AD_19
1001000,XXX,BB_15
10010000,XXX,BU_7
100100000,XXX,DA_2
1001000000,XXX,EJ_1
1001000001,XXX,EK_1
10010001,XXX,BT_8
100100010,XXX,CX_6
1001000100,XXX,ED_5
10010001000,XXX,FF_3
100100010000,XXX,GA_1
100100010001,XXX,FZ_2
1001000100010,XXX,GL_1
100101,XXX,AE_5
1001010,XXX,BD_3
10010100,XXX,BX_2
100101000,XXX,DF_1
10011,XXX,Q_19
100110,XXX,AF_10
1001100,XXX,BF_8
10011000,XXX,CB_6
100110000,XXX,DH_5
1001100000,XXX,EL_4
10011000000,XXX,FL_3
100110000000,XXX,GG_1
10011001,XXX,CC_2
100110010,XXX,DK_1
1001101,XXX,BG_2
10011010,XXX,CD_1
100111,XXX,AG_9
1001110,XXX,BH_8
10011100,XXX,CF_7
100111000,XXX,DL_5
1001110000,XXX,EO_2
10011100000,XXX,FP_1
10011100001,XXX,FQ_1
1001110001,XXX,EN_3
10011100010,XXX,FN_2
100111000100,XXX,GH_1
1001111,XXX,BI_1
101,XXX,E_34
1010,XXX,J_26
10100,XXX,T_24
101000,XXX,AL_12
1010000,XXX,BJ_10
10100000,XXX,CH_7
101000000,XXX,DN_5
1010000000,XXX,ER_4
10100000000,XXX,FR_3
101000000000,XXX,GJ_2
1010000000000,XXX,GQ_1
1010000000001,XXX,GP_1
101000001,XXX,DO_2
1010000010,XXX,ET_1
10100001,XXX,CI_3
101000010,XXX,DP_2
1010000100,XXX,EV_1
1010001,XXX,BK_2
10100010,XXX,CJ_1
101001,XXX,AM_12
1010010,XXX,BL_10
10100100,XXX,CL_6
101001000,XXX,DR_4
1010010000,XXX,EX_2
10100100000,XXX,FU_1
1010010001,XXX,EY_2
10100100010,XXX,FW_1
10100100011,XXX,FV_1
101001001,XXX,DS_2
1010010010,XXX,EZ_1
10100101,XXX,CM_4
101001010,XXX,DT_3
1010010100,XXX,FB_2
10100101000,XXX,FX_1
10100101001,XXX,FY_1
1010011,XXX,BM_2
10100110,XXX,CO_1
10101,XXX,U_2
101010,XXX,AO_1
101011,XXX,AN_1
1011,XXX,K_8
10110,XXX,W_2
101100,XXX,AR_1
10111,XXX,V_6
101110,XXX,AP_5
1011100,XXX,BO_1
1011101,XXX,BN_4
10111010,XXX,CQ_2
101110100,XXX,DY_1
11,XXX,C_19
110,XXX,G_3
1100,XXX,N_2
11000,XXX,AC_1
111,XXX,F_16
1110,XXX,L_12
11100,XXX,Y_4
111000,XXX,AV_3
1110000,XXX,BR_2
11100000,XXX,CW_1
11101,XXX,X_8
111010,XXX,AT_7
1110100,XXX,BP_4
11101000,XXX,CR_3
111010000,XXX,DZ_2
1110100000,XXX,FE_1
1110100001,XXX,FD_1
1110101,XXX,BQ_3
11101010,XXX,CT_2
111010100,XXX,EB_1
